RESTAURANT,USER_NAME,REVIEW_DATE,REVIEW_STARS
"Restaurant Metamorfoza",MP-Norway,5/11/2015,2.0000
"Restaurant Metamorfoza",matowi,5/10/2015,5.0000
"Restaurant Metamorfoza",stighvorup,4/23/2015,5.0000
"Restaurant Metamorfoza","Magnus M",4/3/2015,4.0000
"Restaurant Metamorfoza",Molly_Meg1977,3/17/2015,5.0000
"Restaurant Metamorfoza",Astralavista,2/26/2015,5.0000
"Restaurant Metamorfoza",Elin_o123,2/26/2015,5.0000
"Restaurant Metamorfoza",Jolis36,2/22/2015,4.0000
"Restaurant Metamorfoza",MC_657,2/18/2015,5.0000
"Restaurant Metamorfoza",VB_Oslo,2/6/2015,5.0000
"Restaurant Metamorfoza",ofHarwich,1/14/2015,5.0000
"Restaurant Metamorfoza","Tiina J",1/6/2015,5.0000
"Restaurant Metamorfoza",UnidentifiedTraveler,1/2/2015,5.0000
"Restaurant Metamorfoza","Pal K",12/20/2014,5.0000
"Restaurant Metamorfoza","Susanne S",12/14/2014,5.0000
"Restaurant Metamorfoza",polekatPorthtowan,12/13/2014,5.0000
"Restaurant Metamorfoza",GHMShrewsbury,12/8/2014,5.0000
"Restaurant Metamorfoza","Kees V",11/25/2014,4.0000
"Restaurant Metamorfoza",Camilla-reiseglad,11/18/2014,4.0000
"Restaurant Metamorfoza",fritzmollie,10/14/2014,5.0000
"Restaurant Metamorfoza","Don M",10/12/2014,5.0000
"Restaurant Metamorfoza",KaneScott,9/11/2014,5.0000
"Restaurant Metamorfoza","Valery S",9/11/2014,4.0000
"Restaurant Metamorfoza","sean c",9/3/2014,5.0000
"Restaurant Metamorfoza",RosineB,8/29/2014,4.0000
"Restaurant Metamorfoza","Rorie S",8/28/2014,5.0000
"Restaurant Metamorfoza",MartiniWarsaw,8/11/2014,4.0000
"Restaurant Metamorfoza",Daniel1984OSL,7/24/2014,5.0000
"Restaurant Metamorfoza","Katarzyna M",7/22/2014,5.0000
"Restaurant Metamorfoza",Yennefer91,7/19/2014,4.0000
"Restaurant Metamorfoza","Amit A",6/18/2014,5.0000
"Restaurant Metamorfoza","Dominik M",6/15/2014,5.0000
"Restaurant Metamorfoza",PatoColumbus,6/7/2014,4.0000
"Restaurant Metamorfoza",Jo65_DK,6/7/2014,5.0000
"Restaurant Metamorfoza","Tomasz S",6/6/2014,3.0000
"Restaurant Metamorfoza",Olesette,5/31/2014,5.0000
"Restaurant Metamorfoza",Warsaw_Mario,5/28/2014,5.0000
"Restaurant Metamorfoza","Luke T",3/30/2014,5.0000
"Restaurant Metamorfoza",ageKopervik_norway,3/13/2014,4.0000
"Restaurant Metamorfoza","Zibby K",3/1/2014,5.0000
"Restaurant Metamorfoza",Lillemonster,1/28/2014,5.0000
"Restaurant Metamorfoza","andmaro a",1/25/2014,4.0000
"Restaurant Metamorfoza",Mattsaman,1/3/2014,4.0000
"Restaurant Metamorfoza","Ola K",12/23/2012,5.0000
"Restaurant Metamorfoza",marithbk,11/20/2012,5.0000
"Restaurant Metamorfoza",weiyunmak,9/21/2012,4.0000
"Restaurant Metamorfoza",Bauhaus100,8/21/2012,5.0000
"Restaurant Metamorfoza",erc0lan0,8/20/2012,5.0000
"Restaurant Metamorfoza",Superkajsa,7/30/2012,5.0000
"Restaurant Metamorfoza","Tamara C",11/15/2015,5.0000
"Restaurant Metamorfoza","Martina G",11/15/2015,5.0000
"Restaurant Metamorfoza","aga s",11/15/2015,5.0000
"Restaurant Metamorfoza","Zbyszek R",11/14/2015,5.0000
"Restaurant Metamorfoza","Antje H",11/12/2015,5.0000
"Restaurant Metamorfoza","Marzena Z",11/12/2015,5.0000
"Restaurant Metamorfoza","Jolii J",11/12/2015,5.0000
"Restaurant Metamorfoza","Alicja S",11/12/2015,5.0000
"Restaurant Metamorfoza","Klaudia W",11/12/2015,4.0000
"Restaurant Metamorfoza",Agnieszka...,6/28/2015,4.6667
"Restaurant Metamorfoza",Alicja_Za...,11/12/2015,5.0000
"Restaurant Metamorfoza","kasia k",11/12/2015,5.0000
"Restaurant Metamorfoza",Dominika...,6/24/2015,5.0000
"Restaurant Metamorfoza","Hans K",10/15/2015,5.0000
"Restaurant Metamorfoza",MartaTW,10/8/2015,5.0000
"Restaurant Metamorfoza","Jochen E",10/7/2015,5.0000
"Restaurant Metamorfoza",Eatrest,9/4/2015,5.0000
"Restaurant Metamorfoza",Ilona,8/31/2015,4.0000
"Restaurant Metamorfoza","Anita K",8/16/2015,5.0000
"Restaurant Metamorfoza","Anja M",8/8/2015,1.0000
"Restaurant Metamorfoza","Adam M",8/2/2015,4.0000
"Restaurant Metamorfoza",Przytocka,7/30/2015,1.0000
"Restaurant Metamorfoza","Erika S",7/21/2015,2.0000
"Restaurant Metamorfoza",Hamsterba...,7/18/2015,3.0000
"Restaurant Metamorfoza",KetilC,7/15/2015,3.0000
"Restaurant Metamorfoza","Lorenzo D",7/10/2015,5.0000
"Restaurant Metamorfoza",thomasvae...,6/26/2015,4.0000
"Restaurant Metamorfoza","Bartosz G",6/18/2015,5.0000
"Restaurant Metamorfoza","Marek K",6/11/2015,5.0000
"Restaurant Metamorfoza","Bartosz C",6/9/2015,5.0000
"Restaurant Metamorfoza","Marina L",6/2/2015,4.0000
"Restaurant Metamorfoza",PJOTromss...,6/1/2015,3.0000
"Restaurant Metamorfoza","Rafael G",5/29/2015,3.0000
"Restaurant Metamorfoza",erebus200...,5/27/2015,4.0000
"Restaurant Metamorfoza",WojZa,5/24/2015,5.0000
"Restaurant Metamorfoza","Frode G",5/20/2015,3.0000
"Restaurant Metamorfoza","Lidia H",5/12/2015,5.0000
"Restaurant Metamorfoza",lechca,5/8/2015,5.0000
"Restaurant Metamorfoza",Acantus,4/28/2015,5.0000
"Restaurant Metamorfoza",BerlinFra...,4/26/2015,5.0000
"Restaurant Metamorfoza","Marcin S",4/25/2015,5.0000
"Restaurant Metamorfoza",monika_wy...,4/14/2015,3.0000
"Restaurant Metamorfoza",Ubo076,4/14/2015,4.0000
"Restaurant Metamorfoza",lusiro,3/17/2015,4.0000
"Restaurant Metamorfoza",Iwona1961,3/17/2015,5.0000
"Restaurant Metamorfoza",Sebastian...,3/17/2015,5.0000
"Restaurant Metamorfoza",Gringo666,3/17/2015,5.0000
"Restaurant Metamorfoza",XO23,3/10/2015,5.0000
"Restaurant Metamorfoza",Nicklas80,2/15/2015,5.0000
"Restaurant Metamorfoza","Bente M",2/4/2015,5.0000
"Restaurant Metamorfoza",Aleksandr...,1/26/2015,5.0000
"Restaurant Metamorfoza","Are G",1/18/2015,3.0000
"Restaurant Metamorfoza",Piotr92,1/8/2015,5.0000
"Restaurant Metamorfoza","Joanna O",12/18/2014,5.0000
"Restaurant Metamorfoza",annkg,11/15/2014,1.0000
"Restaurant Metamorfoza",Lazerlaze...,10/20/2014,4.0000
"Restaurant Metamorfoza","Tommy S",9/26/2014,4.0000
"Restaurant Metamorfoza",mauriziod...,8/20/2014,5.0000
"Restaurant Metamorfoza",Nicoletta...,8/6/2014,3.0000
"Restaurant Metamorfoza",Kristofer...,7/26/2014,2.0000
"Restaurant Metamorfoza","jjg j",7/19/2014,5.0000
"Restaurant Metamorfoza",ttg12345,7/12/2014,5.0000
"Restaurant Metamorfoza","Anka K",6/19/2014,5.0000
"Restaurant Metamorfoza",dirkandol...,6/6/2014,5.0000
"Restaurant Metamorfoza","Almut G",2/22/2014,5.0000
"Restaurant Metamorfoza",Vale1308,8/26/2012,2.0000
"Sempre Pizza e Vino - Targ Rybny",marlewrhy,11/17/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Marceltj,11/16/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Iain U",11/12/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",agniesp,11/5/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Sherham,11/5/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",InnaArina,10/29/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Taylordiva,10/14/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Aleksi T",10/14/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","GoSia K",10/10/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Charlottecharlo... C",10/6/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",TulpanAmsterdam,10/2/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Oil_sweat_and_rigs,10/1/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",MatsLindh,9/28/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Aleksandra M",9/27/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Nadia X",9/10/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny",adammichael77,9/9/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Michael B",8/27/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",miimikko,8/17/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",lalapl,8/16/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",bobbyblade,8/14/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",uncletony,8/11/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Krzysztof B",8/10/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Sebastian7790,8/6/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Pelaski P",7/30/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",ThereseVS,7/27/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",852hannu55,7/22/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",tonik448,7/20/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Stein12345,7/20/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Ola_912,7/12/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Alpenbitter,7/11/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Tapio31,7/7/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Rohan S",6/22/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Tom R",6/14/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Gidion V",6/9/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Coolhead55,6/7/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",angelas1966,5/27/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Kime69,5/20/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",ktandstu,5/15/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Marius Z",5/11/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",annaaW6333ID,5/7/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",sheewee,4/26/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",mebaltes07,4/26/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Wiedehopf,4/26/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",LasBabas,4/19/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","May-Lene S",4/17/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",MaritaFagerhaug,4/4/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",GarrLocke,4/1/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",grimsruds,3/29/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Chanksie,3/25/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",goodgoodies,3/20/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Tollbooths,3/1/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",37_ellena,2/22/2015,2.0000
"Sempre Pizza e Vino - Targ Rybny","Robert C",2/17/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",tarzangav,2/11/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Gepetto C",2/6/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",MinkeOenema,1/26/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Jiri K",1/17/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Gabriel P",1/16/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Alex K",1/3/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Boy_joli,12/26/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny","Dominik M",12/23/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",DerHenni,11/25/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",French-Fancy36,11/24/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",agamroz,10/29/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",clare621,10/29/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny","Victor S",10/14/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",tomtomnor,10/12/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",Vinminister,10/1/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",Baget,9/29/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny","Anna S",9/4/2014,3.5000
"Sempre Pizza e Vino - Targ Rybny","Agnes L",8/31/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",janevada,8/30/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",Jilllian,8/23/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny","Beata M",8/20/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",slawenty,8/17/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",Krzysztof1000,8/14/2014,3.0000
"Sempre Pizza e Vino - Targ Rybny",ZbigXXXX,8/5/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",sriis,7/27/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny","qubelas q",7/19/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",Reima79,6/8/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",Baksetesjaforen,4/28/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny","Jouni V",4/18/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",JacekBJ,4/9/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny","Magda G",3/9/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny","Igor S",12/8/2012,3.0000
"Sempre Pizza e Vino - Targ Rybny",LISE54,11/8/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",ystein,11/5/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",DudeTrip,10/25/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",Keerthana_Sethu,10/22/2012,4.0000
"Sempre Pizza e Vino - Targ Rybny",carapils,10/4/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny","Giancarlo M",10/2/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",irenem72,9/24/2012,3.0000
"Sempre Pizza e Vino - Targ Rybny","Michele R",9/9/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",Late-Day-Traveller,8/4/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",Jungelmann,7/26/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",bertillen,7/11/2012,4.0000
"Sempre Pizza e Vino - Targ Rybny",KisaAMA,3/26/2012,4.0000
"Sempre Pizza e Vino - Targ Rybny","Mario L",3/15/2012,4.0000
"Sempre Pizza e Vino - Targ Rybny",Yum83,1/31/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny","jonathan r",12/19/2011,4.0000
"Sempre Pizza e Vino - Targ Rybny",ArmandDescailloux,11/30/2010,4.0000
"Sempre Pizza e Vino - Targ Rybny","Filip T",11/17/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Emma J",11/16/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Tottolott...,11/12/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Marta D",11/12/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Eli H",11/12/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Monika S",11/5/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",CatoTot,11/5/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Roos K",10/29/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Arne G",10/29/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Anna K",10/29/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",helgehals,10/15/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Rikard80,10/14/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Cristina...,10/12/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny","Manuel S",10/12/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny",Dominika...,10/10/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny","Henk t",10/6/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny",Mariolka...,10/5/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny","Mia T",10/2/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Karianne...,9/30/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Keicam A",9/29/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Monika K",9/26/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",22MP22,9/23/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",piskierka,9/17/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",PiotrNet,9/13/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",thomashc8...,9/13/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Barba984,9/13/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Carstenau...,9/12/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Pawe B",9/10/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Kathy M",9/9/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny",KmkCorp92,9/8/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Marvin_19...,9/8/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Karolina...,9/5/2015,3.5000
"Sempre Pizza e Vino - Targ Rybny","Tomasz G",9/5/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",dby93,9/1/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Kasia62,8/31/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny",westesson,8/30/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Kashmirr8...,8/30/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",MDRZEWIEC...,8/28/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Marta N",8/24/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",pietroz55...,8/21/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",NazwaNieM...,8/17/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Bartomie...,8/16/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Magdalena...,8/14/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Tomasz B",8/13/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Filip B",8/10/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Marcin W",8/9/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny","Kasia C",8/9/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Cecilie S",8/8/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny","Martin J",8/8/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny",Isabelle...,8/7/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Betina B",8/7/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Artyogin,8/5/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",spa0906,8/2/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Merk85,7/31/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny","Xcbxfh H",7/28/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Christina...,7/27/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Stale T",7/24/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","PAWE K",7/20/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",JorgenJac...,7/19/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Tom P",7/17/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",DanielPor...,7/17/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Roland K",7/16/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny",jo_aleks,7/16/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny",yobwons,7/15/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Ewelina S",7/15/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Bart O",7/14/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","John H",7/11/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny",Gregory11...,7/9/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Ryszard_O...,7/6/2015,3.0000
"Sempre Pizza e Vino - Targ Rybny",simenoien,7/6/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Tomasz Z",6/27/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Teresa B",6/25/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Anne-Mali...,6/23/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Tomasz D",6/23/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Darek U",6/16/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Nicolas K",6/14/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Robert T",6/14/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Edyta G",6/14/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Pawelek84,6/12/2015,2.0000
"Sempre Pizza e Vino - Targ Rybny",toeriksen,6/9/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",WojZa,5/25/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",monika_wy...,5/25/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Ilona K",5/12/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Maciej G",5/9/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Dunkfarth,4/28/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Gapatrost...,4/24/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Anna Z",4/20/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",WojciechS...,4/17/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Gos O",4/10/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",RobLille,3/27/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",bluecoqui...,3/21/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",AneczkaAn...,3/21/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",mikolaj75,3/20/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Rebekka I",2/28/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Zet E",2/24/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny",Marianne6...,2/22/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",Huubii,2/18/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Pawe M",1/28/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Magnus L",1/25/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",dank202,1/25/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny",mamoh2014,1/4/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Maciek C",8/31/2014,3.0000
"Sempre Pizza e Vino - Targ Rybny","Bozena C",1/2/2015,4.0000
"Sempre Pizza e Vino - Targ Rybny","Pawe S",1/1/2015,5.0000
"Sempre Pizza e Vino - Targ Rybny","Jadzia N",11/25/2014,3.0000
"Sempre Pizza e Vino - Targ Rybny","Adam K",11/17/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny","Jan G",11/14/2014,3.0000
"Sempre Pizza e Vino - Targ Rybny",Agnieszka...,9/26/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny","Bente Hel...",9/26/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",amjjm,9/18/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",gabrielct...,9/4/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",euarseni,9/1/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny","Marcin P",8/19/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",Alessandr...,8/14/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",Kaaterina...,8/9/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",PLXZ,8/5/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny","Kajtek D",8/1/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",Magdalynk...,7/30/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",Cogito62,7/21/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",MadaaIM,7/21/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",Olga_L09,7/21/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",marekpawe...,7/19/2014,2.0000
"Sempre Pizza e Vino - Targ Rybny",Maciulkin,7/16/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny","Ingrid K",7/16/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny","Gianni A",7/1/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",Michael13...,6/30/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",lobo-pl,6/28/2014,3.0000
"Sempre Pizza e Vino - Targ Rybny",Berowit,6/23/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",santiago4...,6/20/2014,2.0000
"Sempre Pizza e Vino - Targ Rybny","Synnve J",6/9/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",zimmer73,5/17/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny","Zuzanna S",5/11/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny",Yagusia,4/27/2014,1.0000
"Sempre Pizza e Vino - Targ Rybny",Bernardo...,4/22/2014,4.0000
"Sempre Pizza e Vino - Targ Rybny","Basia S",4/3/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",EunikaSz,1/6/2014,5.0000
"Sempre Pizza e Vino - Targ Rybny",rychw,12/11/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",asioper,12/11/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",TomekAnia,11/20/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",Bartixd,10/6/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",KrisS47,10/4/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny","Frulo G",10/1/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",malkonten...,8/2/2012,3.0000
"Sempre Pizza e Vino - Targ Rybny",ramiro8,6/15/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny","Natalia G",5/4/2012,5.0000
"Sempre Pizza e Vino - Targ Rybny",Alfon61,10/14/2011,3.0000
"Sempre Pizza e Vino - Targ Rybny",Ovilnie,9/13/2011,4.0000
"Sempre Pizza e Vino - Targ Rybny",Maciej74,4/29/2011,3.0000
"Nova Pierogova","Terrence T",11/12/2015,5.0000
"Nova Pierogova","Sven G",11/5/2015,4.0000
"Nova Pierogova",FrederickJT2,10/1/2015,5.0000
"Nova Pierogova",NormBC,9/25/2015,5.0000
"Nova Pierogova",IulianBucharest,9/9/2015,4.0000
"Nova Pierogova","Justyna B",9/9/2015,4.0000
